Pays,Annee,Esperance_de_vie,Taux_mortalite_adulte,Taux_mortalite_infantile,Alcool,Hepatite_b,Rougeole,IMC,Deces_chez_les_moins_de_5_ans,Poliomyelite,Diphtherie,VIH_SIDA,Malnutrition_5-9_ans
115,2009,78.9,86,0,10.08,,6,56.6,0,89,89,0.1,0.9
115,2008,78.8,88,0,10.7,,14,56.3,0,88,88,0.1,0.9
115,2007,78.4,93,0,10.99,,2,55.9,0,87,87,0.1,0.9
115,2006,78.1,93,0,11.02,,27,55.4,0,93,93,0.1,0.9
115,2005,78.1,92,0,11.28,,2,55,0,93,93,0.1,1
115,2004,77.7,98,0,11.27,,0,54.4,0,95,95,0.1,1
115,2003,77.3,11,0,11.54,,0,53.9,0,96,96,0.1,1
115,2002,77,14,0,11.34,,32,53.3,0,98,98,0.1,1
115,2001,77,12,0,11.56,,11,52.8,0,97,97,0.1,1
115,2000,76.9,12,0,11.69,,14,52.2,0,97,97,0.1,1
160,2015,63.5,241,1,,84,47,35,1,84,84,2.1,5.4
160,2014,63,252,1,0.38,78,0,34.4,1,78,78,2.1,5.4
160,2013,62.7,256,1,0.53,82,28,33.8,2,82,82,2.1,5.4
160,2012,62.2,263,1,0.52,81,709,33.2,2,81,81,1.9,5.5
160,2011,61.8,268,1,0.39,87,49,32.7,2,87,87,2.7,5.5
160,2010,61.3,273,1,0.44,88,7,32.2,2,88,88,3.1,5.6
160,2009,69,279,1,0.49,89,48,31.7,2,89,89,3.2,5.6
160,2008,62,289,1,0.49,88,143,31.3,2,89,89,3.3,5.6
160,2007,59.8,296,1,0.45,25,24,3.9,2,88,88,3.5,5.7
160,2006,59.1,39,2,01.02,,49,3.6,2,72,72,3.7,5.7
160,2005,58.6,318,2,1.23,,298,3.2,2,71,71,3.9,5.8
160,2004,58.1,326,2,1.18,,71,29.8,2,64,64,4,5.9
160,2003,58,325,2,01.02,,37,29.4,2,68,68,4.2,5.9
160,2002,57.9,322,2,01.03,,50,29,2,62,62,4.3,6
160,2001,57.7,323,2,0.95,,79,28.6,2,49,53,4.3,6.1
160,2000,57.4,325,2,1.34,,183,28.2,2,46,46,4.1,6.1
204,2013,,,0,0.01,96,0,58.4,0,96,96,0.1,2.6
84,2015,73.9,152,6,,81,0,58.9,7,87,85,0.3,3.2
84,2014,73.6,154,6,5.92,89,0,57.9,7,9,91,0.3,3.2
84,2013,73.4,157,6,5.93,8,0,56.8,7,82,83,0.3,3.2
84,2012,72.1,174,6,5.93,74,0,55.8,7,85,85,0.4,3.2
84,2011,73.1,16,6,5.91,8,2,54.7,7,84,84,0.7,3.2
84,2010,72.7,166,6,06.02,83,0,53.6,8,85,88,0.9,3.3
84,2009,73.6,157,6,06.05,8,0,52.6,8,85,82,1.2,3.3
84,2008,73.3,161,6,6.12,81,0,51.5,8,86,82,1.4,3.3
84,2007,72.9,164,6,06.05,81,0,5.4,8,86,85,1.6,3.4
84,2006,72.3,178,7,6.2,84,0,49.3,8,88,89,1.8,3.4
84,2005,69.7,28,7,5.71,87,0,48.2,8,86,87,2,3.4
84,2004,69.3,214,7,5.16,82,0,47.2,8,66,79,2.1,3.5
84,2003,73,22,7,6.32,79,0,46.1,8,65,79,2.3,3.5
84,2002,71.4,189,7,6.43,63,0,45.1,8,74,82,2.4,3.6
84,2001,71.2,188,7,6.13,66,113,44.1,9,71,72,2.5,3.6
84,2000,72,176,7,6.58,68,253,43.1,9,71,78,2.5,3.7
67,2015,76.2,118,6,,78,0,54.2,7,84,78,0.1,1.1
67,2014,76,121,6,3.82,83,0,53.5,7,84,83,0.1,1.1
67,2013,76,121,6,3.77,87,0,52.8,8,87,87,0.1,1.1
67,2012,75.5,127,7,3.92,88,72,52.1,8,85,87,0.1,1.2
67,2011,75.3,131,7,3.99,88,257,51.4,8,85,88,0.1,1.2
67,2010,75,134,7,3.95,9,0,5.7,8,88,91,0.1,1.2
67,2009,75.1,137,7,3.87,91,0,5,8,91,94,0.1,1.2
67,2008,74.6,139,7,3.76,93,1,49.3,9,94,96,0.1,1.2
67,2007,74.7,14,7,3.63,94,0,48.6,9,95,96,0.2,1.3
67,2006,74.4,144,8,3.52,96,0,47.9,9,92,96,0.3,1.3
67,2005,74.2,151,8,3.54,92,0,47.2,9,89,92,0.3,1.3
67,2004,74.4,148,8,3.65,88,0,46.5,9,9,88,0.3,1.3
67,2003,74.4,151,8,3.69,82,0,45.8,10,97,87,0.3,1.4
67,2002,73.6,157,8,3.88,75,0,45.1,10,88,88,0.3,1.4
67,2001,73.4,158,9,4.13,69,2,44.3,10,9,89,0.3,1.5
67,2000,72.8,163,9,3.99,36,0,43.6,11,83,87,0.3,1.5
14,2015,79,159,51,,93,5432,61.1,60,93,93,0.1,2.8
14,2014,78,161,53,0.21,94,1314,6.2,62,94,94,0.1,2.8
14,2013,79,159,54,0.21,97,405,59.4,63,97,97,0.1,2.8
14,2012,72,165,54,0.23,93,245,58.6,64,93,93,0.1,2.8
14,2011,74,168,55,0.22,96,26,57.8,64,96,96,0.1,2.9
14,2010,70,173,54,0.22,97,16,57,64,97,97,0.1,2.9
14,2009,69.9,174,54,0.21,97,608,56.2,64,97,97,0.1,3
14,2008,69.8,172,54,0.24,97,668,55.5,65,97,97,0.1,3
14,2007,69.7,171,55,0.21,98,1684,54.8,65,98,98,0.1,3.1
14,2006,69.5,175,55,0.18,98,953,54.2,66,98,98,0.1,3.1
14,2005,69.4,174,56,0.16,98,77,53.5,68,98,98,0.1,3.2
14,2004,69,176,57,0.16,97,80,52.9,70,97,97,0.1,3.2
14,2003,68.6,178,59,0.15,98,164,52.3,72,98,98,0.1,3.3
14,2002,68.7,177,61,0.15,97,653,51.8,75,97,97,0.1,3.4
14,2001,68.6,177,63,0.14,99,2150,51.2,78,99,99,0.1,3.4
14,2000,68.8,171,65,0.14,98,2633,5.7,82,98,98,0.1,3.5
112,2015,73.5,178,2,,91,0,56.1,2,92,91,0.2,1.5
112,2014,73.3,181,2,2.52,93,0,55.4,2,93,94,0.2,1.6
112,2013,73,184,2,2.42,92,0,54.7,2,92,92,0.2,1.6
112,2012,73,181,2,2.48,92,0,54.1,2,93,92,0.3,1.6
112,2011,72,197,2,2.37,89,0,53.4,2,9,89,0.3,1.6
112,2010,72,191,2,2.36,89,0,52.8,2,89,89,0.3,1.6
112,2009,71.4,23,2,2.55,91,0,52.1,2,91,91,0.3,1.6
112,2008,71.7,194,2,2.68,98,0,51.4,3,98,98,0.3,1.7
112,2007,71.2,23,2,2.83,99,0,5.8,3,99,99,0.3,1.7
112,2006,75,211,3,2.77,96,0,5.1,3,96,96,0.2,1.7
112,2005,71,213,3,2.77,89,0,49.4,3,89,89,0.2,1.8
112,2004,70,215,3,2.9,9,0,48.6,3,9,9,0.3,1.8
112,2003,69.9,29,3,3.1,94,0,47.8,4,93,94,0.3,1.9
112,2002,73,24,3,2.97,81,0,47,4,81,81,0.4,1.9
112,2001,68.9,219,4,2.88,75,2,46.2,4,94,92,0.4,2
112,2000,69,218,4,2.79,99,0,45.3,5,98,99,0.4,2
152,2015,58.2,32,3,,16,1250,24.5,4,17,16,4.2,8.3
152,2014,57.9,32,3,0.01,2,13,24,4,24,2,4.4,8.4
152,2013,57.4,327,3,10.72,,321,23.5,4,3,3,5.7,8.6
152,2012,56.7,337,3,11.89,,1190,23,4,3,24,8.2,8.7
152,2011,56.2,344,3,10.99,,0,22.6,4,39,41,7.7,8.8
152,2010,56.1,339,3,9.93,,0,22.1,4,59,44,7.2,9
152,2009,55.7,34,3,7.97,,78,21.7,4,57,43,7.3,9.2
152,2008,55.4,338,3,8.34,,436,21.3,4,55,42,6.3,9.3
152,2007,55,339,3,6.86,,5,2.9,4,54,41,5.9,9.5
152,2006,54.8,337,3,7.28,,0,2.5,4,52,4,5.3,9.6
152,2005,54.4,337,3,7.19,,0,2.2,4,5,39,4.9,9.8
152,2004,54.1,336,3,6.28,,38,19.8,4,48,38,4.4,1
152,2003,53.8,334,3,7.13,,18,19.5,4,46,37,3.6,1.1
152,2002,53.5,334,3,06.01,,24,19.1,4,44,36,2.9,1.3
152,2001,53.1,334,3,05.07,,1339,18.7,4,43,35,2.3,1.4
152,2000,52.7,336,3,4.46,,0,18.3,4,41,34,1.9,1.6
132,2015,64.7,255,5,,95,198,18.6,7,95,95,0.4,8.2
132,2014,64.4,261,5,0.01,94,127,18,8,94,94,0.4,8.3
132,2013,64,266,6,0.01,94,45,17.5,8,94,94,0.5,8.4
132,2012,63.6,274,6,0.01,94,194,17,8,94,94,0.6,8.6
132,2011,62.9,286,6,0.62,96,48,16.5,8,96,96,0.7,8.7
132,2010,62.1,298,6,0.61,9,51,16,9,9,9,0.9,8.8
132,2009,61.4,311,6,0.63,92,82,15.5,9,92,92,1,8.9
132,2008,67,322,6,0.49,94,0,15.1,9,94,94,1.1,9.1
132,2007,62,329,6,1.23,91,55,14.7,9,91,91,1.3,9.2
132,2006,59.7,336,7,0.97,94,128,14.3,9,94,94,1.4,9.3
132,2005,59.4,34,7,01.07,96,19,13.9,9,96,96,1.6,9.5
132,2004,59.1,342,7,0.64,84,24,13.6,10,98,98,1.8,9.6
132,2003,58.8,343,7,0.56,91,376,13.3,10,95,93,1.9,9.7
132,2002,58.5,343,7,0.83,86,460,13.1,10,92,9,1.9,9.9
132,2001,58.1,345,7,0.61,,204,12.8,10,89,86,2,1
132,2000,45.3,593,7,0.83,,789,12.6,10,82,81,1.9,1.1
156,2015,77.6,119,0,,91,4,59.9,0,93,93,0.1,1.9
156,2014,77.3,122,0,0.01,93,0,59.4,0,93,93,0.1,1.9
156,2013,76.9,127,0,0.01,93,2,59,0,94,94,0.1,1.9
156,2012,76.3,135,0,0.01,94,4,58.5,0,94,94,0.1,1.9
156,2011,76.1,138,0,0.01,94,7,58,0,93,93,0.1,2
156,2010,75.6,137,0,14.97,94,0,57.6,0,94,94,0.1,2
156,2009,74.9,156,0,15.04,95,0,57.1,0,95,95,0.1,2
156,2008,74.2,167,0,16.99,94,0,56.7,0,95,95,0.1,2.1
156,2007,73,189,0,17.87,95,1,56.3,0,95,95,0.1,2.1
156,2006,73,188,0,16.58,95,27,55.9,0,95,95,0.1,2.2
156,2005,72.8,189,0,15.52,95,2,55.5,0,96,96,0.1,2.2
156,2004,72.3,195,0,15.07,9,0,55.2,0,95,94,0.1,2.3
156,2003,71.9,199,0,11.64,,0,54.9,0,95,94,0.1,2.3
156,2002,71.2,211,0,11.48,,0,54.6,0,94,94,0.1,2.4
156,2001,78,225,0,0.01,,0,54.3,0,94,94,0.1,2.5
156,2000,78,218,0,0.01,,9,54,0,93,93,0.1,2.5
12,2015,64.8,225,136,,77,17745,17.6,194,75,77,0.6,1.2
12,2014,64.2,234,140,0.01,77,12739,17.2,202,75,77,0.6,1.3
12,2013,63.7,237,145,1.86,72,5253,16.8,211,7,72,0.9,1.4
12,2012,63.3,241,150,1.84,69,4347,16.4,221,7,69,1.2,1.5
12,2011,62.6,249,156,1.32,65,3255,16,231,7,65,1.4,1.6
12,2010,61.8,261,162,1.34,62,4235,15.6,243,69,61,1.7,1.7
12,2009,68,274,169,1.17,56,1176,15.3,256,65,58,2,1.8
12,2008,59.8,289,177,1.13,52,3511,14.9,270,63,54,2.4,1.9
12,2007,58.5,39,186,01.06,47,1446,14.5,286,61,5,2.8,11
12,2006,57.2,328,196,1.22,,1451,14.2,304,59,46,3.3,11.1
12,2005,56,343,206,0.99,,357,13.8,323,56,44,3.7,11.2
12,2004,55,354,217,0.86,,73,13.5,342,54,4,4.1,11.3
12,2003,54,363,228,0.79,,228,13.2,360,55,37,4.4,11.5
12,2002,53.2,369,237,0.8,,3332,12.9,377,55,35,4.6,11.6
12,2001,52.5,372,246,0.85,,2366,12.6,392,55,32,4.9,11.7
12,2000,51.2,391,253,0.88,,1660,12.3,404,55,3,5,11.8
162,2015,69.9,188,0,,99,0,62.7,0,99,99,0.1,3.7
162,2014,69.7,19,0,0.01,99,0,61.9,0,99,99,0.1,3.7
162,2013,69.6,192,0,0.01,99,0,61.1,0,99,99,0.1,3.7
162,2012,69.4,195,0,0.01,99,0,6.2,0,99,99,0.1,3.7
162,2011,69.2,197,0,0.01,99,0,59.5,0,99,99,0.1,3.7
162,2010,69.1,2,0,2.25,99,0,58.7,0,99,99,0.1,3.7
162,2009,68.9,23,0,2.31,99,1,58,0,99,99,0.1,3.7
162,2008,68.7,26,0,1.95,99,0,57.3,0,99,99,0.1,3.7
162,2007,68.6,29,0,02.09,99,0,56.6,0,99,99,0.1,3.8
162,2006,68.5,211,0,02.06,99,136,55.9,0,98,98,0.1,3.8
162,2005,68.3,214,0,02.02,99,0,55.1,0,97,96,0.1,3.8
162,2004,68.1,218,0,1.63,99,37,54.2,0,96,95,0.1,3.9
162,2003,68,22,0,1.76,99,305,53.2,0,95,94,0.1,3.9
162,2002,67.9,22,0,1.85,99,304,52.2,0,94,93,0.1,3.9
162,2001,67.8,221,0,1.93,98,17,51.2,0,92,91,0.1,4
162,2000,67.7,221,0,02.05,98,0,5.2,0,91,9,0.1,4
118,2015,81.1,76,0,,,2,62.1,0,97,97,0.1,0.8
118,2014,89,78,0,8.8,,0,61.7,0,98,98,0.1,0.8
118,2013,87,79,0,8.97,,2,61.4,0,98,98,0.1,0.8
118,2012,84,82,0,9.24,,0,61,0,99,99,0.1,0.8
118,2011,83,86,0,9.81,,27,6.6,0,99,99,0.1,0.8
118,2010,79.9,89,0,9.72,,5,6.2,0,99,99,0.1,0.8
118,2009,79.7,91,0,9.96,,2,59.8,0,99,99,0.1,0.8
118,2008,79.6,94,0,10.26,,5,59.4,0,97,99,0.1,0.8
118,2007,79.3,96,0,10.45,,0,59,0,97,99,0.1,0.8
118,2006,79.2,96,0,10.15,,0,58.6,0,97,97,0.1,0.8
118,2005,78.9,11,0,9.95,,1,58.1,0,97,97,0.1,0.8
118,2004,78.7,12,0,9.89,,0,57.6,0,96,98,0.1,0.8
118,2003,78.4,98,0,9.31,,0,57.1,0,96,98,0.1,0.8
118,2002,78.1,98,0,9.25,,0,56.6,0,95,98,0.1,0.8
118,2001,78,1,0,8.94,,1,56.1,0,95,98,0.1,0.8
118,2000,77.5,15,0,8.59,,0,55.5,0,96,99,0.1,0.9
23,2015,82.4,78,2,,86,157,62.5,3,98,98,0.1,0.6
23,2014,82.2,79,3,11.5,83,267,62,3,98,98,0.1,0.6
23,2013,82,81,3,11.1,74,272,61.6,3,99,99,0.1,0.6
23,2012,81.5,83,3,11.5,78,0,61.1,3,99,99,0.1,0.6
23,2011,81.7,83,3,11.8,74,14949,6.6,3,99,99,0.1,0.6
23,2010,81.3,86,3,11.7,65,5048,6.1,3,99,99,0.1,0.6
23,2009,81.1,88,3,11.8,51,1541,59.6,3,98,98,0.1,0.6
23,2008,89,88,3,11.9,47,604,59.1,3,98,98,0.1,0.6
23,2007,89,89,3,12.2,42,39,58.6,3,99,98,0.1,0.6
23,2006,86,92,3,12.4,39,40,58,4,99,99,0.1,0.6
23,2005,81,93,3,12.2,35,36,57.5,4,98,98,0.1,0.6
23,2004,82,94,3,13.18,35,4448,57,4,99,98,0.1,0.6
23,2003,79.3,99,3,13.49,28,0,56.4,4,96,97,0.1,0.6
23,2002,79.2,11,3,13.78,29,5185,55.8,4,97,97,0.1,0.6
23,2001,79,13,3,13.89,28,0,55.2,4,98,97,0.1,0.6
23,2000,78.8,13,3,13.63,26,10000,54.6,4,98,97,0.1,0.6
146,2015,66,229,2,,8,27,36.3,3,79,8,2.7,5.9
146,2014,65.5,237,2,0.01,7,33,35.8,3,68,7,2.8,6
146,2013,64.6,255,2,8.86,79,122,35.2,3,77,79,3.7,6.1
146,2012,63.5,276,2,8.3,82,2,34.6,3,8,82,4.9,6.2
146,2011,62.8,289,2,8.9,75,2,34.1,3,75,75,6,6.3
146,2010,62.3,294,2,8.85,67,1,33.5,3,68,67,7,6.4
146,2009,61.7,31,2,8.64,79,0,33,3,74,76,8,6.5
146,2008,61.6,298,2,8.75,82,3,32.4,3,81,82,8.9,6.6
146,2007,61.6,291,2,09.02,75,0,31.9,3,78,81,10,6.8
146,2006,61.4,288,2,08.01,52,90,31.4,3,44,45,10.7,6.9
146,2005,65,37,2,7.72,28,0,3.8,3,44,45,10.9,7.1
146,2004,59.7,322,2,8.13,,63,3.3,3,44,45,11.1,7.2
146,2003,59.7,32,2,6.47,,0,29.8,3,44,45,11,7.4
146,2002,59.7,315,2,8.34,,110,29.2,3,44,45,10.7,7.5
146,2001,59.8,37,2,9.29,,5129,28.7,3,44,45,10.1,7.7
146,2000,61,296,2,8.87,,15,28.1,3,44,45,9.5,7.8
142,2015,61.1,262,3,,97,71,27.3,5,96,97,1.7,7.2
142,2014,68,266,3,0.01,96,1,26.7,5,97,96,1.7,7.3
142,2013,66,266,3,0.01,97,0,26,5,96,97,1.6,7.5
142,2012,62,269,3,0.01,98,0,25.4,5,98,98,1.4,7.7
142,2011,59.8,277,3,3.41,96,0,24.8,5,95,96,1.8,7.9
142,2010,59.3,284,3,3.48,97,2,24.1,6,97,97,2.1,8.1
142,2009,59,286,3,2.99,97,0,23.5,6,97,98,2.7,8.3
142,2008,58.7,287,3,2.79,98,0,22.8,6,96,96,3,8.5
142,2007,58.5,288,3,2.64,97,0,22.2,6,94,95,3.1,8.7
142,2006,58.2,288,3,2.93,95,0,21.5,6,94,95,3,8.9
142,2005,57.7,294,3,2.26,95,0,2.9,6,94,95,3,9.1
142,2004,57.3,296,3,2.51,95,0,2.3,6,88,87,2.9,9.3
142,2003,57,297,3,2.47,94,119,19.7,6,87,87,2.7,9.6
142,2002,56.6,298,3,02.08,92,32,19.1,6,86,87,2.5,9.8
142,2001,56.3,3,3,2.25,91,99,18.5,6,85,87,2.3,1
142,2000,55.9,33,3,2.18,91,336,18,6,84,8,2,1.2
131,2015,74.4,129,1,,94,431,56.2,1,91,94,0.1,2.8
131,2014,74.5,125,1,6.13,91,3188,55.3,1,91,91,0.1,2.8
131,2013,74.5,128,1,5.91,96,7872,54.4,1,94,93,0.1,2.8
131,2012,74.2,13,1,7.71,92,31,53.6,1,93,92,0.1,2.8
131,2011,73.9,127,1,8.14,89,64,52.8,1,88,94,0.1,2.8
131,2010,73.8,132,1,7.24,95,22,52,1,88,92,0.1,2.8
131,2009,73.2,133,1,6.66,54,23,51.3,1,93,88,0.1,2.8
131,2008,73.9,128,1,7.17,89,56,5.5,1,9,92,0.1,2.8
131,2007,74.4,12,1,8.65,94,44,49.9,1,88,98,0.1,2.9
131,2006,73.9,126,1,6.18,84,334,49.2,1,89,88,0.1,2.9
131,2005,73.9,128,1,4.7,79,1356,48.6,1,82,82,0.1,2.9
131,2004,72.3,134,1,3.74,64,6847,48.1,1,66,78,0.1,3
131,2003,72.7,132,1,3.36,48,216,47.5,2,74,75,0.1,3
131,2002,71.7,142,2,2.72,51,199,47,2,89,84,0.1,3
131,2001,73,121,2,2.76,61,35,46.5,2,83,87,0.1,3.1
131,2000,71.8,129,2,3.28,55,50,46,2,81,8,0.1,3.1
19,2015,81,68,2,,88,2464,62.3,3,94,95,0.1,1.1
19,2014,89,69,2,11.03,88,443,61.9,3,94,95,0.1,1.1
19,2013,86,71,2,10.94,88,1771,61.4,3,94,95,0.1,1.1
19,2012,86,71,2,11.18,88,166,6.9,3,94,95,0.1,1.1
19,2011,85,74,2,11.2,88,1607,6.4,3,94,95,0.1,1.1
19,2010,81,76,2,11.2,88,780,59.9,3,94,95,0.1,1.1
19,2009,80,79,2,11.22,88,574,59.5,3,95,96,0.1,1.1
19,2008,79.9,8,2,11.36,87,917,59,3,95,96,0.1,1.1
19,2007,79.8,82,3,11.5,86,567,58.5,3,95,96,0.1,1.1
19,2006,79.6,84,3,11.76,87,2307,58,3,94,96,0.1,1.1
19,2005,79.2,85,3,11.67,9,778,57.6,3,95,96,0.1,1.1
19,2004,79.1,86,3,11.83,88,121,57.1,3,96,96,0.1,1.1
19,2003,78.5,9,3,11.92,9,779,56.6,4,96,97,0.1,1.1
19,2002,78.4,91,3,12.25,87,4657,56.1,4,97,93,0.1,1.1
19,2001,78.3,92,3,12.46,86,6024,55.6,4,96,93,0.1,1.1
19,2000,78,95,3,12.91,84,0,55.1,4,94,9,0.1,1.2
47,2015,62.4,249,37,,88,23,28.6,52,88,88,0.7,6.1
47,2014,62.1,253,37,0.01,98,124,28,54,93,98,0.8,6.3
47,2013,61.9,254,38,0.01,9,319,27.3,55,91,9,0.9,6.4
47,2012,61.6,257,39,0.01,92,1613,26.7,56,91,92,0.9,6.6
47,2011,61.2,263,40,1.64,91,120,26.1,58,91,91,1.3,6.8
47,2010,69,267,40,1.69,94,641,25.5,59,94,94,1.9,7
47,2009,66,271,41,1.76,94,101,24.9,60,94,94,2.1,7.2
47,2008,63,275,41,1.78,93,82,24.2,61,92,93,2.2,7.4
47,2007,59.9,28,41,1.25,94,6,23.6,61,94,94,2.6,7.6
47,2006,59.4,288,41,1.7,84,420,23,62,84,84,2.9,7.9
47,2005,58.9,296,41,1.5,84,435,22.4,62,85,84,3.1,8.1
47,2004,58.3,34,41,1.46,8,60,21.8,62,81,8,3.2,8.3
47,2003,57.9,38,41,1.53,8,1939,21.2,63,8,8,3.4,8.5
47,2002,57.6,31,42,1.6,8,12289,2.7,63,8,78,3.5,8.8
47,2001,57.4,39,42,1.49,,13476,2.1,64,81,79,3.5,9
47,2000,57.2,38,43,1.6,,23068,19.5,65,88,88,3.6,9.2
90,2015,81,72,0,,96,1,66.5,0,99,99,0.1,0.7
90,2014,88,73,0,7.53,96,1,66,0,99,99,0.1,0.7
90,2013,86,74,0,7.46,98,3,65.4,0,99,99,0.1,0.7
90,2012,84,76,0,8.2,98,3,64.9,0,99,99,0.1,0.7
90,2011,85,76,0,08.02,95,40,64.3,0,99,99,0.1,0.7
90,2010,83,76,0,9,95,149,63.7,0,99,99,0.1,0.7
90,2009,80,78,0,09.08,95,2,63.1,0,99,99,0.1,0.7
90,2008,79.9,77,0,9.51,95,1,62.4,0,99,99,0.1,0.7
90,2007,79.4,8,0,9.67,95,2,61.8,0,99,99,0.1,0.7
90,2006,79.7,77,0,9.42,94,0,61.2,1,98,98,0.1,0.7
90,2005,79.3,81,0,9.95,93,122,6.5,1,96,96,0.1,0.7
90,2004,79.2,81,0,9.56,92,1,59.9,1,95,95,0.1,0.8
90,2003,79.1,81,0,9.46,92,0,59.2,1,93,94,0.1,0.8
90,2002,79,81,1,08.09,91,5,58.6,1,92,92,0.1,0.8
90,2001,78.7,83,1,8.62,9,12,58,1,9,91,0.1,0.8
90,2000,78.2,84,1,8.48,89,56,57.4,1,89,89,0.1,0.8
193,2015,73.6,142,0,,92,0,48.4,0,99,92,0.1,3.8
193,2014,73.5,143,0,8.42,97,0,47.4,0,81,97,0.1,3.8
193,2013,73.3,144,0,8.25,97,0,46.5,0,98,97,0.1,3.8
193,2012,73.1,146,0,08.07,97,0,45.6,0,98,97,0.1,3.8
193,2011,72.9,15,0,7.84,94,0,44.7,0,95,95,0.1,3.8
193,2010,72.6,154,0,7.91,97,0,43.9,0,94,97,0.1,3.8
193,2009,72.4,158,0,8.42,99,0,43.1,0,99,99,0.1,3.8
193,2008,72.1,162,0,8.92,99,0,42.4,0,99,99,0.1,3.9
193,2007,71.9,164,0,09.06,96,0,41.8,0,96,96,0.1,3.9
193,2006,71.7,167,0,09.06,91,0,41.1,0,91,91,0.1,3.9
193,2005,71.5,169,0,8.8,99,0,4.5,0,99,99,0.1,4
193,2004,73,187,0,8.43,83,0,39.9,0,84,83,0.1,4
193,2003,71.1,173,0,9.75,97,0,39.4,0,98,97,0.1,4.1
193,2002,79,176,0,10.71,98,0,38.8,0,98,98,0.1,4.1
193,2001,77,178,0,9.61,96,0,38.2,0,96,96,0.1,4.2
193,2000,74,182,0,9.4,,0,37.7,0,97,97,0.1,4.2
68,2015,71.9,186,10,,74,0,5.6,12,9,74,0.4,1.2
68,2014,71.7,187,10,1.88,73,0,49.9,13,65,73,0.4,1.2
68,2013,71.4,189,11,1.93,85,0,49.3,13,84,85,0.4,1.2
68,2012,71.3,189,11,02.02,96,0,48.6,13,94,96,0.4,1.2
68,2011,71.1,193,11,2.16,88,0,47.9,14,88,88,0.4,1.2
68,2010,77,196,12,2.14,94,0,47.2,14,94,94,0.4,1.3
68,2009,76,198,12,2.14,92,0,46.5,15,92,92,0.4,1.3
68,2008,79,19,13,2.21,95,0,45.9,15,96,95,0.4,1.3
68,2007,75,192,13,2.4,85,0,45.2,16,85,85,0.4,1.3
68,2006,69.7,24,14,2.38,89,0,44.5,17,9,89,0.4,1.4
68,2005,69.2,28,14,2.35,87,0,43.8,18,87,87,0.4,1.4
68,2004,69.6,21,15,2.4,,0,43.1,18,88,87,0.4,1.4
68,2003,69.4,24,15,2.45,,0,42.4,19,84,84,0.4,1.4
68,2002,69.3,21,16,2.41,,0,41.7,20,82,82,0.3,1.5
68,2001,68.4,211,16,2.53,,0,41.1,20,78,77,0.3,1.5
68,2000,67.7,221,17,2.63,,0,4.4,21,8,81,0.2,1.6
75,2015,59,284,26,,54,243,23.3,40,42,54,0.5,7.3
75,2014,58.1,299,27,0.01,51,175,22.7,41,42,51,0.5,7.4
75,2013,58.8,284,27,0.01,63,53,22.2,41,63,63,1,7.6
75,2012,58.4,288,28,0.01,62,6,21.7,42,63,62,1.9,7.8
75,2011,58.1,29,28,0.22,63,11,21.2,43,63,63,2,8
75,2010,57.8,291,29,0.2,64,45,2.8,44,62,64,2.2,8.2
75,2009,57.3,297,29,0.18,57,264,2.3,46,6,57,2.3,8.4
75,2008,56.8,33,30,0.21,57,89,19.8,47,59,6,2.3,8.6
75,2007,56.4,36,31,0.19,57,3,19.4,48,46,63,2.4,8.8
75,2006,55.6,317,31,0.16,,4,19,49,53,57,2.6,9.1
75,2005,54.7,327,32,0.21,,99,18.5,51,59,59,2.7,9.3
75,2004,54,334,33,0.34,,10,18.1,53,65,6,2.8,9.5
75,2003,53.3,338,34,0.18,,2497,17.7,55,61,57,2.9,9.7
75,2002,52.9,337,35,0.21,,2151,17.3,56,56,53,3,9.9
75,2001,52.5,336,36,0.17,,7408,16.9,58,52,5,3,1.1
75,2000,52.5,328,37,0.17,,11294,16.6,60,47,46,3,1.3
149,2015,58.9,275,4,,87,153,26.3,6,87,87,3.2,7
149,2014,58.4,282,4,0.01,87,1,25.6,6,87,87,3.4,7.1
149,2013,58.1,279,4,0.01,87,0,25,6,87,87,4.5,7.3
149,2012,57.6,285,4,0.01,87,0,24.3,6,87,87,5.3,7.5
149,2011,57.1,289,4,3.57,86,0,23.7,7,85,86,5.7,7.7
149,2010,56.7,287,4,3.21,83,26,23.1,7,82,83,5.9,7.9
149,2009,56.3,288,4,2.55,8,0,22.5,7,78,8,6,8.1
149,2008,55.6,297,5,2.64,,12,21.9,7,77,77,6,8.4
149,2007,55,32,5,2.98,,1,21.3,7,76,74,5.7,8.6
149,2006,54.4,36,5,3.22,,0,2.7,8,74,71,5.6,8.8
149,2005,53.9,37,5,3.1,,0,2.1,8,73,68,5.4,9
149,2004,53.5,38,5,2.58,,3526,19.6,8,69,64,5,9.3
149,2003,53,38,5,2.16,,1158,19,8,65,6,4.6,9.5
149,2002,52.8,35,5,2.47,,298,18.5,8,61,57,4.1,9.7
149,2001,52.5,32,5,2.55,,126,17.9,9,56,53,3.6,1
149,2000,52.1,3,5,2.84,,0,17.4,9,52,49,3.1,1.2
164,2015,66.2,215,0,,95,0,46.7,1,92,95,0.3,5.3
164,2014,66,217,0,7.64,98,0,45.9,1,97,98,0.3,5.3
164,2013,65.9,218,0,7.56,98,0,45,1,98,98,0.3,5.3
164,2012,65.8,22,0,7.57,97,0,44.1,1,97,97,0.3,5.3
164,2011,65.6,229,0,7.56,93,0,43.2,1,93,93,0.4,5.3
