Pays,Annee,Continents,Statuts,Pourcentage_de_depense,Depenses_totales,PIB,Population,Scolarite,Superficie,Densite_km2,Taux_croissance,Pourcentage_pop_mondiale
129,2007,1,Developing,2555.30387,2.13,114.63,2507887,13.9,17818,140.75,1.1944,0.05
129,2006,1,Developing,2443.44428,2.25,101.56,2364733,14.1,17818,132.72,1.1944,0.05
129,2005,1,Developing,239.575139,2.38,80.80,2236788,14.2,17818,125.54,1.1944,0.05
129,2004,1,Developing,1731.07353,2.76,59.44,2157320,14.4,17818,121.08,1.1944,0.05
129,2003,1,Developing,159.009873,3.23,47.87,2109881,14.1,17818,118.41,1.1944,0.05
129,2002,1,Developing,1209.68055,3.56,38.14,2059974,13.9,17818,115.61,1.1944,0.05
129,2001,1,Developing,113.199785,3.61,34.89,2008121,14,17818,112.70,1.1944,0.05
129,2000,1,Developing,959.925862,2.51,37.72,1954709,14.1,17818,109.70,1.1944,0.05
110,2015,1,Developing,0,,6.68,6040035,13,199951,30.21,1.0158,0.08
110,2014,1,Developing,0,6.48,7.47,5905847,12.8,199951,29.54,1.0158,0.08
110,2013,1,Developing,0,6.68,7.34,5777150,12.5,199951,28.89,1.0158,0.08
110,2012,1,Developing,0,6.97,6.61,5652076,12.3,199951,28.27,1.0158,0.08
110,2011,1,Developing,0,6.18,6.20,5546586,12.1,199951,27.74,1.0158,0.08
110,2010,1,Developing,0,6.66,4.79,5467059,12.2,199951,27.34,1.0158,0.08
110,2009,1,Developing,0,6.79,4.69,5389643,12.4,199951,26.95,1.0158,0.08
110,2008,1,Developing,0,6.7,5.14,5318729,12.6,199951,26.60,1.0158,0.08
110,2007,1,Developing,0,6.87,3.80,5268384,12.6,199951,26.35,1.0158,0.08
110,2006,1,Developing,0,6.73,2.83,5218373,12.5,199951,26.10,1.0158,0.08
110,2005,1,Developing,0,5.82,2.46,5162639,12.4,199951,25.82,1.0158,0.08
110,2004,1,Developing,0,5.57,2.21,5104712,12.5,199951,25.53,1.0158,0.08
110,2003,1,Developing,0,5.43,1.92,5043308,12.2,199951,25.22,1.0158,0.08
110,2002,1,Developing,0,5.43,1.61,4990704,12.1,199951,24.96,1.0158,0.08
110,2001,1,Developing,0,4.79,1.53,4945072,11.8,199951,24.73,1.0158,0.08
110,2000,1,Developing,0,4.68,1.37,4898361,11.4,199951,24.50,1.0158,0.08
103,2015,1,Developing,0,,14.43,6801645,10.8,236800,28.72,1.0141,0.09
103,2014,1,Developing,0,1.87,13.28,6703172,10.6,236800,28.31,1.0141,0.09
103,2013,1,Developing,0,2,11.98,6611385,10.4,236800,27.92,1.0141,0.09
103,2012,1,Developing,0,2.12,10.19,6518978,10.2,236800,27.53,1.0141,0.09
103,2011,1,Developing,0,2.2,8.75,6426590,9.9,236800,27.14,1.0141,0.09
103,2010,1,Developing,0,2.75,7.13,6334194,9.6,236800,26.75,1.0141,0.09
103,2009,1,Developing,0,3.77,5.84,6241642,9.4,236800,26.36,1.0141,0.09
103,2008,1,Developing,0,2.77,5.45,6148969,9.2,236800,25.97,1.0141,0.09
103,2007,1,Developing,0,4.14,4.22,6056236,9,236800,25.58,1.0141,0.09
103,2006,1,Developing,0,4.14,3.46,5963200,9,236800,25.18,1.0141,0.09
103,2005,1,Developing,0,4.32,2.74,5869523,8.7,236800,24.79,1.0141,0.09
103,2004,1,Developing,0,4.54,2.37,5781626,8.6,236800,24.42,1.0141,0.09
103,2003,1,Developing,0,4.91,2.02,5697945,8.3,236800,24.06,1.0141,0.09
103,2002,1,Developing,0,4.4,1.76,5610889,8,236800,23.69,1.0141,0.09
103,2001,1,Developing,0,4.32,1.77,5521482,8,236800,23.32,1.0141,0.09
103,2000,1,Developing,0,3.41,1.73,5431212,8,236800,22.94,1.0141,0.09
151,2015,2,Developed,0,,26.34,1977527,16,64559,30.63,0.9876,0.02
151,2014,2,Developed,1542.63598,5.88,30.28,1993782,16,64559,30.88,0.9876,0.02
151,2013,2,Developed,150.311688,5.67,29.15,2012647,15.4,64559,31.18,0.9876,0.02
151,2012,2,Developed,1356.02216,5.91,27.12,2034319,15.5,64559,31.51,0.9876,0.02
151,2011,2,Developed,24.7084105,6.1,26.58,2059709,15.8,64559,31.90,0.9876,0.02
151,2010,2,Developed,1109.96951,6.55,23.47,2097555,16,64559,32.49,0.9876,0.02
151,2009,2,Developed,1137.6237,6.84,25.69,2141669,16.4,64559,33.17,0.9876,0.02
151,2008,2,Developed,253.402234,6.63,34.14,2177322,16.3,64559,33.73,0.9876,0.02
151,2007,2,Developed,170.988414,7.1,29.42,2200325,16.2,64559,34.08,0.9876,0.02
151,2006,2,Developed,1099.24884,6.8,20.43,2218357,16.2,64559,34.36,0.9876,0.02
151,2005,2,Developed,86.9255399,6.37,16.31,2238799,15.9,64559,34.68,0.9876,0.02
151,2004,2,Developed,80.0328375,6.51,13.83,2263122,15.5,64559,35.06,0.9876,0.02
151,2003,2,Developed,478.064491,6.15,11.24,2287955,15.2,64559,35.44,0.9876,0.02
151,2002,2,Developed,376.457019,6.29,9.25,2310173,14.8,64559,35.78,0.9876,0.02
151,2001,2,Developed,332.275171,6.17,8.19,2337170,14.2,64559,36.20,0.9876,0.02
151,2000,2,Developed,291.017077,6,7.76,2367550,13.7,64559,36.67,0.9876,0.02
119,2015,1,Developing,0,,49.93,6472469,13.3,10452,619.26,0.9816,0.07
119,2014,1,Developing,140.377136,6.39,48.10,6346990,13.3,10452,607.25,0.9816,0.07
119,2013,1,Developing,14.5561046,6.63,46.88,5743436,13.3,10452,549.51,0.9816,0.07
119,2012,1,Developing,151.152683,6.99,44.02,5235742,13.3,10452,500.93,0.9816,0.07
119,2011,1,Developing,835.062683,7.12,39.93,5096020,13.2,10452,487.56,0.9816,0.07
119,2010,1,Developing,805.395635,7.19,38.44,5041288,13.3,10452,482.33,0.9816,0.07
119,2009,1,Developing,8.14037362,7.42,35.40,4992287,13.2,10452,477.64,0.9816,0.07
119,2008,1,Developing,69.1392486,8.7,29.12,4925354,13.1,10452,471.24,0.9816,0.07
119,2007,1,Developing,8.90693117,8.9,24.83,4844118,12.9,10452,463.46,0.9816,0.07
119,2006,1,Developing,534.57957,8.83,22.02,4751136,13.2,10452,454.57,0.9816,0.07
119,2005,1,Developing,630.054072,8.42,21.50,4671102,13.7,10452,446.91,0.9816,0.07
119,2004,1,Developing,618.361486,8.91,21.16,4599279,14.2,10452,440.04,0.9816,0.07
119,2003,1,Developing,527.917662,9.3,20.08,4525508,14.8,10452,432.98,0.9816,0.07
119,2002,1,Developing,70.1320784,1.5,19.15,4463504,15.2,10452,427.05,0.9816,0.07
119,2001,1,Developing,510.603517,1.9,17.65,4401918,15,10452,421.16,0.9816,0.07
119,2000,1,Developing,404.387943,1.86,17.26,4329340,14.9,10452,414.21,0.9816,0.07
147,2015,3,Developing,0,,2.36,2104611,10.7,30355,69.33,1.0107,0.03
147,2014,3,Developing,162.127812,1.62,2.44,2080089,10.8,30355,68.53,1.0107,0.03
147,2013,3,Developing,153.344315,11.7,2.37,2056504,11.1,30355,67.75,1.0107,0.03
147,2012,3,Developing,168.134899,11.14,2.48,2034354,11,30355,67.02,1.0107,0.03
147,2011,3,Developing,195.825251,11.79,2.58,2014009,11,30355,66.35,1.0107,0.03
147,2010,3,Developing,154.8706,1.87,2.23,1996251,10.9,30355,65.76,1.0107,0.03
147,2009,3,Developing,104.314473,9.8,1.74,1980883,10.8,30355,65.26,1.0107,0.03
147,2008,3,Developing,91.8543277,8.85,1.77,1966541,10.7,30355,64.78,1.0107,0.03
147,2007,3,Developing,9.18432717,8.47,1.68,1953268,10.6,30355,64.35,1.0107,0.03
147,2006,3,Developing,71.1557761,7.12,1.80,1945063,10.7,30355,64.08,1.0107,0.03
147,2005,3,Developing,57.9036975,6.3,1.68,1953076,10.7,30355,64.34,1.0107,0.03
147,2004,3,Developing,67.9136182,6.96,1.51,1971129,10.7,30355,64.94,1.0107,0.03
147,2003,3,Developing,5.30090204,7.13,1.16,1985059,10.5,30355,65.39,1.0107,0.03
147,2002,3,Developing,3.53457351,6.91,0.78,1994679,10.4,30355,65.71,1.0107,0.03
147,2001,3,Developing,38.5718701,7.53,0.83,2000853,10.3,30355,65.92,1.0107,0.03
147,2000,3,Developing,29.8661646,6.92,0.89,2003913,9.6,30355,66.02,1.0107,0.03
121,2015,3,Developing,0,,3.23,4659431,9.9,111369,41.84,1.021,0.07
121,2014,3,Developing,54.3739696,1.4,3.23,4564293,9.9,111369,40.98,1.021,0.07
121,2013,3,Developing,45.0489246,9.25,3.18,4470239,9.8,111369,40.14,1.021,0.07
121,2012,3,Developing,48.0989147,1.19,2.79,4373043,9.6,111369,39.27,1.021,0.07
121,2011,3,Developing,60.4465816,11.23,2.40,4221178,9.5,111369,37.90,1.021,0.07
121,2010,3,Developing,41.9105242,11.87,2.00,4058890,9.6,111369,36.45,1.021,0.07
121,2009,3,Developing,5.59217026,14.39,1.77,3943028,9.7,111369,35.41,1.021,0.07
121,2008,3,Developing,40.0334408,11.83,1.73,3821003,9.8,111369,34.31,1.021,0.07
121,2007,3,Developing,3.68689929,1.24,1.37,3669050,9.9,111369,32.94,1.021,0.07
121,2006,3,Developing,15.7993415,1.9,1.12,3490787,10,111369,31.34,1.021,0.07
121,2005,3,Developing,22.3964881,8.4,0.95,3301015,10.1,111369,29.64,1.021,0.07
121,2004,3,Developing,17.858708,8.77,0.90,3156892,10.2,111369,28.35,1.021,0.07
121,2003,3,Developing,9.75844927,3.44,0.75,3119532,10.3,111369,28.01,1.021,0.07
121,2002,3,Developing,10.424369,5.43,0.93,3094782,10.4,111369,27.79,1.021,0.07
121,2001,3,Developing,16.7214285,6.41,0.91,3015338,10.5,111369,27.08,1.021,0.07
121,2000,3,Developing,12.1970974,5.91,0.87,2928117,8.7,111369,26.29,1.021,0.07
107,2015,3,Developing,0,,48.72,6531819,13.4,1759540,3.71,1.0114,0.09
107,2014,3,Developing,0,4.97,57.37,6427252,13.4,1759540,3.65,1.0114,0.09
107,2013,3,Developing,0,4.33,75.35,6304628,13.4,1759540,3.58,1.0114,0.09
107,2012,3,Developing,0,4.3,92.54,6179328,13.7,1759540,3.51,1.0114,0.09
107,2011,3,Developing,36.1156737,4.77,48.17,6343203,14,1759540,3.61,1.0114,0.09
107,2010,3,Developing,52.503942,3.5,75.38,6497839,14.3,1759540,3.69,1.0114,0.09
107,2009,3,Developing,63.551703,3.16,60.81,6366686,14.6,1759540,3.62,1.0114,0.09
107,2008,3,Developing,532.670001,2.4,86.71,6235430,14.8,1759540,3.54,1.0114,0.09
107,2007,3,Developing,54.8789106,2.63,68.03,6104380,15.1,1759540,3.47,1.0114,0.09
107,2006,3,Developing,493.415341,2.51,60.09,5980211,15.4,1759540,3.40,1.0114,0.09
107,2005,3,Developing,472.304703,2.71,47.33,5858798,15.7,1759540,3.33,1.0114,0.09
107,2004,3,Developing,31.8065329,3.46,33.12,5736693,15.9,1759540,3.26,1.0114,0.09
107,2003,3,Developing,295.116651,4.6,26.27,5619398,16,1759540,3.19,1.0114,0.09
107,2002,3,Developing,29.1343487,4.57,20.48,5508410,15.8,1759540,3.13,1.0114,0.09
107,2001,3,Developing,362.381795,4.6,34.11,5403639,15.7,1759540,3.07,1.0114,0.09
107,2000,3,Developing,457.320224,3.41,38.27,5305021,15.5,1759540,3.02,1.0114,0.09
141,2015,2,Developed,0,,41.54,2904910,16.5,65300,44.49,0.9869,0.03
141,2014,2,Developed,2211.74418,6.55,48.31,2932367,16.5,65300,44.91,0.9869,0.03
141,2013,2,Developed,1968.81682,6.59,46.30,2957689,16.4,65300,45.29,0.9869,0.03
141,2012,2,Developed,1807.07134,6.67,42.71,2987773,16.5,65300,45.75,0.9869,0.03
141,2011,2,Developed,1758.82276,6.86,43.19,3028115,16.7,65300,46.37,0.9869,0.03
141,2010,2,Developed,1423.80239,7.9,36.64,3097282,16.8,65300,47.43,0.9869,0.03
141,2009,2,Developed,1446.52922,7.53,37.49,3162916,16.6,65300,48.44,0.9869,0.03
141,2008,2,Developed,1888.1499,6.61,47.83,3198231,16.5,65300,48.98,0.9869,0.03
141,2007,2,Developed,1581.51191,6.22,39.73,3231294,16.4,65300,49.48,0.9869,0.03
141,2006,2,Developed,116.504961,6.2,30.12,3269909,16.4,65300,50.08,0.9869,0.03
141,2005,2,Developed,913.699529,5.83,26.11,3322528,16.2,65300,50.88,0.9869,0.03
141,2004,2,Developed,76.3618774,5.67,22.74,3377075,16.3,65300,51.72,0.9869,0.03
141,2003,2,Developed,80.9971005,6.46,18.81,3415213,15.8,65300,52.30,0.9869,0.03
141,2002,2,Developed,561.916864,6.4,14.28,3443067,15.3,65300,52.73,0.9869,0.03
141,2001,2,Developed,42.8720867,6.26,12.26,3470818,14.7,65300,53.15,0.9869,0.03
141,2000,2,Developed,373.260553,6.46,11.55,3499536,14,65300,53.59,0.9869,0.03
168,2015,2,Developed,0,,60.07,569604,13.9,2586,220.26,1.0129,0.01
168,2014,2,Developed,16255.162,6.94,68.80,556319,13.9,2586,215.13,1.0129,0.01
168,2013,2,Developed,15515.7523,7.1,65.20,543360,13.9,2586,210.12,1.0129,0.01
168,2012,2,Developed,2284.58215,7.18,59.78,530946,13.9,2586,205.32,1.0129,0.01
168,2011,2,Developed,17028.528,7.34,61.70,518347,13.9,2586,200.44,1.0129,0.01
168,2010,2,Developed,2267.25219,7.68,56.21,506953,13.7,2586,196.04,1.0129,0.01
168,2009,2,Developed,2052.39308,8.11,54.47,497783,13.5,2586,192.49,1.0129,0.01
168,2008,2,Developed,18961.3486,7.34,58.84,488650,13.5,2586,188.96,1.0129,0.01
168,2007,2,Developed,267.051312,6.8,51.59,479993,13.5,2586,185.61,1.0129,0.01
168,2006,2,Developed,15345.4907,7.75,42.91,472637,13.5,2586,182.77,1.0129,0.01
168,2005,2,Developed,1346.2467,7.95,37.67,465158,13.5,2586,179.88,1.0129,0.01
168,2004,2,Developed,12372.0519,8.2,35.06,458095,13.5,2586,177.14,1.0129,0.01
168,2003,2,Developed,10111.3893,7.67,29.67,451630,13.6,2586,174.64,1.0129,0.01
168,2002,2,Developed,910.506278,8.27,23.65,446175,13.5,2586,172.53,1.0129,0.01
168,2001,2,Developed,7877.33656,7.4,21.39,441525,13.4,2586,170.74,1.0129,0.01
168,2000,2,Developed,8246.13044,7.48,21.23,436300,13.5,2586,168.72,1.0129,0.01
50,2015,3,Developing,0,,11.32,25426702,10.3,587041,43.31,1.0241,0.37
50,2014,3,Developing,5.33906567,3.4,12.52,24764348,10.3,587041,42.19,1.0241,0.37
50,2013,3,Developing,79.5088249,4.15,12.42,24109290,10.3,587041,41.07,1.0241,0.37
50,2012,3,Developing,59.9791446,3.46,11.58,23462438,10.2,587041,39.97,1.0241,0.37
50,2011,3,Developing,78.799672,4.24,11.55,22822300,10.2,587041,38.88,1.0241,0.37
50,2010,3,Developing,76.6044217,4.86,9.98,22183340,10.2,587041,37.79,1.0241,0.37
50,2009,3,Developing,71.166012,4.7,9.62,21547280,9.7,587041,36.70,1.0241,0.37
50,2008,3,Developing,6.44876262,4.5,10.73,20923840,9.4,587041,35.64,1.0241,0.37
50,2007,3,Developing,55.4303446,4.98,8.52,20318583,9.1,587041,34.61,1.0241,0.37
50,2006,3,Developing,38.4187038,5.11,6.40,19730909,9,587041,33.61,1.0241,0.37
50,2005,3,Developing,33.747862,5.3,5.86,19159707,8.9,587041,32.64,1.0241,0.37
50,2004,3,Developing,23.7279633,4.89,5.06,18606608,8.7,587041,31.70,1.0241,0.37
50,2003,3,Developing,37.1289479,4.81,6.37,18071854,8.5,587041,30.78,1.0241,0.37
50,2002,3,Developing,47.5262138,5.29,5.35,17549913,8.3,587041,29.90,1.0241,0.37
50,2001,3,Developing,42.5633159,5.17,5.44,17032939,8.2,587041,29.01,1.0241,0.37
50,2000,3,Developing,35.6612506,5.8,4.63,16516338,8,587041,28.13,1.0241,0.37
62,2015,3,Developing,0,,9.22,17085587,10.8,118484,144.20,1.0259,0.26
62,2014,3,Developing,59.4874489,11.38,8.80,16621538,10.7,118484,140.29,1.0259,0.26
62,2013,3,Developing,55.8310763,1.96,8.03,16161816,10.7,118484,136.41,1.0259,0.26
62,2012,3,Developing,82.7686592,12.6,8.77,15709577,10.7,118484,132.59,1.0259,0.26
62,2011,3,Developing,13.7761746,11.67,11.65,15265022,10.6,118484,128.84,1.0259,0.26
62,2010,3,Developing,9.7280053,1.5,10.13,14826463,10.2,118484,125.13,1.0259,0.26
62,2009,3,Developing,7.91507125,1.18,9.01,14395788,9.9,118484,121.50,1.0259,0.26
62,2008,3,Developing,74.34483,1.7,7.74,13976417,9.6,118484,117.96,1.0259,0.26
62,2007,3,Developing,4.26951138,9.31,6.45,13576343,9.7,118484,114.58,1.0259,0.26
62,2006,3,Developing,6.84703379,8.99,5.82,13198701,9.6,118484,111.40,1.0259,0.26
62,2005,3,Developing,5.6706401,8.2,5.32,12840031,9.7,118484,108.37,1.0259,0.26
62,2004,3,Developing,58.1358334,7.82,5.06,12500737,10,118484,105.51,1.0259,0.26
62,2003,3,Developing,4.37531609,6.35,4.67,12181574,10.3,118484,102.81,1.0259,0.26
62,2002,3,Developing,3.88539474,4.82,5.09,11880440,10.4,118484,100.27,1.0259,0.26
62,2001,3,Developing,12.7976063,5.7,2.50,11593058,10.1,118484,97.84,1.0259,0.26
62,2000,3,Developing,13.762702,6.7,2.54,11315942,10.7,118484,95.51,1.0259,0.26
45,2015,1,Developing,0,,301.36,31232798,13.1,330803,94.42,1.0109,0.43
45,2014,1,Developing,721.365543,4.17,338.07,30696137,13,330803,92.79,1.0109,0.43
45,2013,1,Developing,110.677971,4.2,323.28,30174265,12.9,330803,91.22,1.0109,0.43
45,2012,1,Developing,101.609245,4.1,314.44,29662831,12.9,330803,89.67,1.0109,0.43
45,2011,1,Developing,9.23002632,3.89,297.95,29162039,13,330803,88.16,1.0109,0.43
45,2010,1,Developing,65.5665966,3.99,255.02,28655776,12.8,330803,86.62,1.0109,0.43
45,2009,1,Developing,431.545247,3.97,202.26,28124778,12.6,330803,85.02,1.0109,0.43
45,2008,1,Developing,438.451921,3.47,230.81,27570059,12.5,330803,83.34,1.0109,0.43
45,2007,1,Developing,409.981252,3.61,193.55,26998389,12.3,330803,81.61,1.0109,0.43
45,2006,1,Developing,365.911398,3.65,162.69,26417909,12.7,330803,79.86,1.0109,0.43
45,2005,1,Developing,297.591383,3.29,143.53,25836071,12.9,330803,78.10,1.0109,0.43
45,2004,1,Developing,315.663932,3.74,124.75,25256772,12.7,330803,76.35,1.0109,0.43
45,2003,1,Developing,264.249613,3.95,110.20,24679602,12.1,330803,74.61,1.0109,0.43
45,2002,1,Developing,216.702948,3.4,100.85,24102477,12,330803,72.86,1.0109,0.43
45,2001,1,Developing,210.2417,3.4,92.78,23526538,11.9,330803,71.12,1.0109,0.43
45,2000,1,Developing,23.3716723,3.4,93.79,22967816,11.6,330803,69.43,1.0109,0.43
174,2015,1,Developing,0,,4.13,428154,12.7,300,1427.18,1.1945,0.01
174,2014,1,Developing,2051.74862,13.73,3.70,413617,12.7,300,1378.72,1.1945,0.01
174,2013,1,Developing,1626.59119,11.16,3.30,400070,12.4,300,1333.57,1.1945,0.01
174,2012,1,Developing,1259.94038,9.16,2.89,386818,12.1,300,1289.39,1.1945,0.01
174,2011,1,Developing,1079.89355,8.11,2.77,373674,11.8,300,1245.58,1.1945,0.01
174,2010,1,Developing,91.1397181,7.93,2.59,360792,11.6,300,1202.64,1.1945,0.01
174,2009,1,Developing,100.503021,9.22,2.35,348275,11.8,300,1160.92,1.1945,0.01
174,2008,1,Developing,1077.71209,9.3,2.27,336170,11.8,300,1120.57,1.1945,0.01
174,2007,1,Developing,6.4914886,6.64,1.87,324479,11.9,300,1081.60,1.1945,0.01
174,2006,1,Developing,659.849912,7.37,1.58,313851,12,300,1046.17,1.1945,0.01
174,2005,1,Developing,620.951891,9.52,1.16,306429,12.1,300,1021.43,1.1945,0.01
174,2004,1,Developing,611.909357,5.89,1.23,301413,12.2,300,1004.71,1.1945,0.01
174,2003,1,Developing,491.497891,5.9,1.05,296491,11.8,300,988.30,1.1945,0.01
174,2002,1,Developing,4.29905339,5.78,0.90,291616,12,300,972.05,1.1945,0.01
174,2001,1,Developing,41.306888,5.84,0.87,286767,11.8,300,955.89,1.1945,0.01
174,2000,1,Developing,300.162103,8,0.62,282019,11.3,300,940.06,1.1945,0.01
59,2015,3,Developing,0,,13.10,18593022,8.4,1240192,14.99,1.0314,0.28
59,2014,3,Developing,46.5623167,6.86,14.36,18020267,8.2,1240192,14.53,1.0314,0.28
59,2013,3,Developing,36.8610432,6.58,13.24,17459615,8,1240192,14.08,1.0314,0.28
59,2012,3,Developing,96.5465827,6.47,12.44,16957033,7.7,1240192,13.67,1.0314,0.28
59,2011,3,Developing,101.8114,6.59,13.00,16469049,7.5,1240192,13.28,1.0314,0.28
59,2010,3,Developing,9.58558439,6.35,10.69,15945198,7.3,1240192,12.86,1.0314,0.28
59,2009,3,Developing,84.6343893,6.85,10.23,15435539,7.1,1240192,12.45,1.0314,0.28
59,2008,3,Developing,102.141374,6.74,9.84,14940782,5.8,1240192,12.05,1.0314,0.28
59,2007,3,Developing,81.8405007,6.97,8.16,14457775,6.4,1240192,11.66,1.0314,0.28
59,2006,3,Developing,67.7092068,6.56,6.91,13990139,6.1,1240192,11.28,1.0314,0.28
59,2005,3,Developing,60.2121114,6.34,6.25,13538647,5.8,1240192,10.92,1.0314,0.28
59,2004,3,Developing,57.116448,6.28,5.45,13102409,5.5,1240192,10.56,1.0314,0.28
59,2003,3,Developing,6.66045178,6.25,4.71,12684955,5.2,1240192,10.23,1.0314,0.28
59,2002,3,Developing,3.67646576,6.32,3.91,12288050,4.9,1240192,9.91,1.0314,0.28
59,2001,3,Developing,4.39588572,6.39,3.47,11912158,4.6,1240192,9.61,1.0314,0.28
59,2000,3,Developing,23.9450712,6.29,2.96,11559290,4.4,1240192,9.32,1.0314,0.28
173,2015,2,Developed,0,,11.34,445053,14.6,316,1408.40,1.0124,0.01
173,2014,2,Developed,409.600025,9.75,11.89,434558,14.3,316,1375.18,1.0124,0.01
173,2013,2,Developed,374.294728,9.89,10.80,425967,14.2,316,1348.00,1.0124,0.01
173,2012,2,Developed,343.123395,9.95,9.61,420028,14.1,316,1329.20,1.0124,0.01
173,2011,2,Developed,3601.28746,9.6,9.79,416268,14.8,316,1317.30,1.0124,0.01
173,2010,2,Developed,278.068705,8.3,9.10,414508,14.6,316,1311.73,1.0124,0.01
173,2009,2,Developed,335.518057,8.33,8.73,412477,14.4,316,1305.31,1.0124,0.01
173,2008,2,Developed,2655.57368,8.15,9.14,409379,14.6,316,1295.50,1.0124,0.01
173,2007,2,Developed,2578.88831,8.36,7.91,406724,14.4,316,1287.10,1.0124,0.01
173,2006,2,Developed,2380.6998,8.93,6.75,405308,14.8,316,1282.62,1.0124,0.01
173,2005,2,Developed,2247.03569,8.83,6.39,403834,14.8,316,1277.96,1.0124,0.01
173,2004,2,Developed,203.31575,8.46,6.10,401268,14.2,316,1269.84,1.0124,0.01
173,2003,2,Developed,1678.39277,8.6,5.42,398582,13.8,316,1261.34,1.0124,0.01
173,2002,2,Developed,1552.74043,7.86,4.46,395969,13.8,316,1253.07,1.0124,0.01
173,2001,2,Developed,130.015039,7.11,4.07,393028,13.7,316,1243.76,1.0124,0.01
173,2000,2,Developed,134.354725,6.83,4.04,390087,13.8,316,1234.45,1.0124,0.01
215,2013,4,Developing,871.878317,17.24,0.19,50681,0,181,280.01,0.9886,0
126,2015,3,Developing,0,,6.17,3965959,8.5,1030700,3.85,1.0263,0.06
126,2014,3,Developing,80.926798,3.77,6.59,3848514,8.5,1030700,3.73,1.0263,0.06
126,2013,3,Developing,8.88028118,3.63,7.22,3734318,8.2,1030700,3.62,1.0263,0.06
126,2012,3,Developing,62.4841955,3.36,6.73,3619034,7.8,1030700,3.51,1.0263,0.06
126,2011,3,Developing,79.2765846,2.87,6.76,3502811,7.7,1030700,3.40,1.0263,0.06
126,2010,3,Developing,8.3530748,3.28,5.63,3390965,7.6,1030700,3.29,1.0263,0.06
126,2009,3,Developing,11.1450429,3.79,4.71,3284448,7.1,1030700,3.19,1.0263,0.06
126,2008,3,Developing,61.762638,3.23,5.21,3183269,7.2,1030700,3.09,1.0263,0.06
126,2007,3,Developing,7.35400072,3.54,4.35,3093059,7.4,1030700,3.00,1.0263,0.06
126,2006,3,Developing,55.7983697,3.21,3.92,3013660,7.2,1030700,2.92,1.0263,0.06
126,2005,3,Developing,55.1218707,4.21,2.94,2939059,7.2,1030700,2.85,1.0263,0.06
126,2004,3,Developing,5.00378288,4.7,2.36,2868664,6.7,1030700,2.78,1.0263,0.06
126,2003,3,Developing,29.653709,4.53,2.05,2802046,6.6,1030700,2.72,1.0263,0.06
126,2002,3,Developing,4.11319074,5.31,1.78,2738655,6.5,1030700,2.66,1.0263,0.06
126,2001,3,Developing,28.782245,4.34,1.75,2678760,6.5,1030700,2.60,1.0263,0.06
126,2000,3,Developing,8.59457023,5.26,1.78,2613441,6.4,1030700,2.54,1.0263,0.06
157,2015,3,Developing,0,,12.01,1262879,15.2,2040,619.06,1.2004,0.02
157,2014,3,Developing,115.278428,4.81,13.07,1261208,14.7,2040,618.24,1.2004,0.02
157,2013,3,Developing,917.467628,4.82,12.29,1258927,14.7,2040,617.12,1.2004,0.02
157,2012,3,Developing,915.185921,4.76,11.67,1255882,14.3,2040,615.63,1.2004,0.02
157,2011,3,Developing,918.807245,5.2,11.52,1252404,14.1,2040,613.92,1.2004,0.02
157,2010,3,Developing,0.10805597,5.29,10.00,1250400,14,2040,612.94,1.2004,0.02
157,2009,3,Developing,624.236183,4.97,9.13,1247429,13.8,2040,611.48,1.2004,0.02
157,2008,3,Developing,6.6489825,4.6,9.99,1244121,13.6,2040,609.86,1.2004,0.02
157,2007,3,Developing,582.514374,4.24,8.15,1239630,13.5,2040,607.66,1.2004,0.02
157,2006,3,Developing,502.384495,4.38,7.03,1233996,13.4,2040,604.90,1.2004,0.02
157,2005,3,Developing,479.923408,4.47,6.58,1228254,13,2040,602.09,1.2004,0.02
157,2004,3,Developing,509.389994,4.29,6.67,1221003,12.8,2040,598.53,1.2004,0.02
157,2003,3,Developing,407.779262,4.15,5.89,1213370,12.6,2040,594.79,1.2004,0.02
157,2002,3,Developing,369.631711,4.24,4.91,1204621,12.5,2040,590.50,1.2004,0.02
157,2001,3,Developing,70.1553698,3.87,4.68,1196287,12.2,2040,586.42,1.2004,0.02
157,2000,3,Developing,336.321333,3.78,4.73,1186873,12.1,2040,581.80,1.2004,0.02
10,2015,6,Developing,0,,1213.29,121072306,13.3,1964375,61.63,1.1963,1.6
10,2014,6,Developing,168.173753,6.3,1364.51,119784261,13.1,1964375,60.98,1.1963,1.6
10,2013,6,Developing,150.408875,6.3,1327.44,118343573,12.9,1964375,60.24,1.1963,1.6
10,2012,6,Developing,112.696486,6.21,1255.11,116818208,12.7,1964375,59.47,1.1963,1.6
10,2011,6,Developing,1117.1961,6.4,1229.01,115243504,12.6,1964375,58.67,1.1963,1.6
10,2010,6,Developing,1033.03974,6.39,1105.42,113623895,12.5,1964375,57.84,1.1963,1.6
10,2009,6,Developing,881.736433,6.6,943.44,111999721,12.5,1964375,57.02,1.1963,1.6
10,2008,6,Developing,159.877226,6.6,1161.55,110374288,12.3,1964375,56.19,1.1963,1.6
10,2007,6,Developing,105.747613,5.92,1102.36,108774360,12.3,1964375,55.37,1.1963,1.6
10,2006,6,Developing,980.253744,5.83,1020.27,107253666,12.2,1964375,54.60,1.1963,1.6
10,2005,6,Developing,998.349805,6.4,917.57,105811504,12.2,1964375,53.87,1.1963,1.6
